id,title,authors,affiliations,content,year
265,Comprehensive secondary ﬁndings analysis of parental samples submitted for exome evaluation yields a high positive rate.,E.V. Haverﬁeld; E.D. Esplin; S. Aguilar; S. Yang; R. Truty; R.L. Nussbaum; S. Aradhya,"Invitae Corporation, San Francisco, CA","The American College of Medical Genetics and Genomics (ACMG) recommends providing results representing secondary ﬁndings in 59 genes associated with medically actionable monogenic disorders in individuals undergoing clinical diagnostic whole exome (WES) or whole genome (WGS) sequencing. Healthy parents tested alongside the proband for a trio analysis can also choose to receive secondary ﬁndings. This study evaluates the frequency of medically actionable ﬁndings in this group of genes in probands as well as their unaﬀected parents. We analyzed de-identiﬁed data from 4,325 individuals who requested secondary ﬁndings as part of their WES analysis. These analyses represent evaluations of probands and parental samples. We analyzed every individual for all 59 genes and provided a personalized secondary ﬁndings report for each individual, independent of the proband’s WES result. Pathogenic/likely pathogenic (P/LP) variants in genes conferring increased risk for hereditary breast and ovarian cancer (HBOC), Lynch syndrome, familial hypercholesterolemia and other conditions were identiﬁed in 200 of 4,325 (4.6%) individuals, including probands and parents. If heterozygous P/LP variants in  MUTYH  and the  APC  I1307K increased risk allele were excluded, the detection rate of secondary ﬁndings was 142 of 4,325 (3.3%). Of the 2,195 families evaluated (proband only, duo and trio analyses),154 had a positive ﬁnding. Of these, 57 were in a proband-only (37.0%), 38 were in a proband and one parent (24.7%), 50 were in a parent-only (32.5%), and 9 (5.8%) families showed more than one positive ﬁnding. Medically signiﬁcant secondary ﬁndings were identiﬁed in 4.6% of individuals undergoing WES. Notably, analysis of the 59 genes identiﬁed unknown personal and familial risk in a parent-only in one-third of positive ﬁndings, including the conditions recommended by the CDC for population genomic screening. Although screening for these 59 genes is performed opportunistically in individuals undergoing genomic sequencing for other reasons, these data highlight the potential beneﬁt of using a targeted gene panel to screen for hereditary disease risk in the general population. Along with rapidly decreasing costs of genomic testing, the medical actionability of ﬁndings in these genes for early detection and disease prevention supports responsibly providing physician-directed access to genetic screening.",2019
266,"Secondary inherited cardiac condition ﬁndings from genome sequencing: Variant interpretation, assessment of phenotype, and impacts of disclosure.","A.R. Harper  1,2 ; K. Thomson  1,2,3 ; M. Mackley  1 ; H. Watkins  1,2 ; E. Ormondroyd  1","1) Radcliﬀe Department of Medicine, Division of Cardiovascular Medicine, University of Oxford; 2) Wellcome Centre for Human Genetics, University of Oxford; 3) Oxford Molecular Genetics Laboratory, Oxford University Hospitals NHS Foundation Trust","The concept of ‘secondary ﬁndings’ (SF) relates to the detection of genomic variants that are deemed pathogenic in individuals not known to manifest the associated disease. It has been speculated that the penetrance of SF is low. With widespread adoption of genome sequencing and lack of policy recommendation consensus, there is a need for robust evidence to inform interpretation and disclosure of SF. Evaluation of SF in inherited cardiac conditions (ICC), encompassing inherited cardiomyopathies and long QT syndrome, is most tractable. An absence of clinical changes in adulthood suggests a risk of serious complications equivalent to background population risk. ICC SF are actionable at a single point in time, as opposed to cancer SF which require life-long surveillance. We present an approach to evaluate SF for ICC. A recall-by-genotype, double-blind, randomized, case-control study design for 7,203 participants, with no history of an ICC diagnosis, within the NIHR BioResource for Rare Disease was implemented. 25 genes robustly associated with ICC were screened for variants considered pathogenic and likely pathogenic. Eligible variant carriers were randomised 1:1 with age and sex matched non-variant carriers, and contacted using a 2-stage process to protect their ‘right not to know’. Genetic counselling and medical evaluation, including cardiac phenotyping, was performed. Investigators and participants were blinded to genotype status during investigation. Genotype status was unblinded and disclosed with clinical ﬁndings on the same day; participants were referred onto a clinical pathway, including facilitation of family cascade testing, as appropriate. 42 variant carriers were identiﬁed (0.58% [95% CI: 0.43–0.79%]), of whom 20 were eligible (based on age (18–80 years old) and comorbid status) and agreed to participate. Four variant carriers (mean age=60) and seven controls (mean age=55) have participated so far. Clinical evidence of cardiomyopathy was detected in 1 variant carrier, but not in the other 3, nor in controls. 1 qualitative interview per participant has been performed to explore impacts of disclosure. In summary, using stringent classiﬁcation of variants in ICC genes, we report a SF prevalence of 0.58% [95% CI: 0.43–0.79%] within a UK cohort. Our study provides a framework upon which future studies can evaluate the clinical signiﬁcance and utility of SF. This is critical to provide the necessary policy recommendations to support clinical care.",2019
267,Secondary ﬁndings in non-ACMG 59™ genes.,A.E. Katz  1 ; J. Paschall  2 ; H. Shiferaw  1 ; X. Liu  3 ; W.S.W. Wong  3 ; T.P. Conrads  4 ; G.L. Maxwell  4 ; D.P. Ascher  5 ; L.G. Biesecker  1 ; The Genomic Ascertainment Cohort (TGAC),"1) Medical Genomics and Metabolic Genetics Branch, National Human Genome Research Institute, Bethesda, MD, USA; 2) Computational and Statistical Genomics Branch, National Human Genome Research Institute, NIH, Bethesda, MD, USA; 3) Division of Medical Genomics, Inova Translational Medicine Institute, Falls Church, VA, USA; 4) Department of Obstetrics and Gynecology, Inova Schar Cancer Institute, Inova Fairfax Hospital, Falls Church, VA, USA; 5) Inova Children's Hospital, Inova Health System, Falls Church, VA, USA","An estimated 2-4% of individuals harbor a reportable secondary ﬁnding among the ACMG recommended minimum list of 59 genes. The rate of pathogenic or likely pathogenic variants in genes with known disease association outside of the ACMG 59™ is largely unknown. We estimated the collective rate of secondary ﬁndings in 42 genes not included in the ACMG 59™ by reviewing sequence data from a large cohort of adults unselected for any phenotype. To determine our genes of interest, we aggregated existing gene lists for return of ﬁndings identiﬁed on genome or exome sequencing among large screening studies. We excluded the ACMG 59™ genes from this aggregated list. We then removed genes that were only expected to cause disease in an autosomal recessive or X-linked inheritance pattern. Using the resultant 42 genes, we queried our cohort of 4,872 adults who had previously undergone research exome or genome sequencing. We identiﬁed all rare missense and predicted loss of function (pLOF) variants in our cohort by applying a variant allele frequency cutoﬀ of 0.001. We then manually reviewed the variants, applying ACMG variant pathogenicity criteria as if they had been identiﬁed via clinical sequencing. No phenotypic information about the individuals in our cohort was used in the variant interpretation. We considered variants to be secondary ﬁndings if there was sufficient evidence to classify them as pathogenic or likely pathogenic. About 0.60% (29/4,872, 95% CI 0.38-0.81%) of individuals had a secondary ﬁnding in one of the 42 genes of interest. Twenty-nine unique variants were identiﬁed as secondary ﬁndings in our cohort. No individual had more than one variant we considered to be a secondary ﬁnding. We identiﬁed seven missense and 22 pLOF variants. Secondary ﬁndings were identiﬁed in 19 genes out of the queried list of 42. The phenotypes known to be associated with these genes include mendelian forms of cardiovascular disease, cancer predisposition, and hematologic disorders. Preliminary electronic health record review of these individuals shows ﬁndings corresponding to the predicted phenotype. We provide an estimate of the rate of secondary ﬁndings among 42 disease-associated genes among adults unselected for any disease phenotype. The clinical utility of a secondary ﬁnding in these 42 genes is unknown. Targeted evaluation of individuals identiﬁed in our cohort can help determine the clinical yield of these ﬁndings.",2019
268,Expanded CGG repeat RNA and FMRpolyG in the oocyte leads to impaired response to gonadotropin hormones in a murine model of the  FMR1  premutation.,K. Shelly  1 ; N. Candelaria  2 ; Z. Li  3 ; P. Jin  4 ; D. Nelson  1,"1) Molecular and Human Genetics, Baylor College of Medicine, Houston, Texas 77030; 2) Molecular and Cellular Biology, Baylor College of Medicine, Houston, Texas 77030; 3) Biostatistics and Bioinformatics, Emory University, Atlanta, Georgia 30329; 4) Human Genetics, Emory University, Atlanta, Georgia 30329","Women heterozygous for an expansion of CGG repeats in the 5’UTR of  FMR1  are at risk to develop Fragile X-associated Primary Ovarian Insufficiency (FXPOI). While approximately 20% of female premutation carriers will be clinically diagnosed with POI, the molecular underpinnings remain understudied. We previously established that ectopic expression of an expanded CGG tract is sufficient to drive ovarian dysfunction and reproductive senescence in a murine model of the  FMR1 premutation. Using heterozygous females from two conditional mouse lines expressing either CGG RNA-only (RNA-only) or CGG RNA and its aberrantly translated polyglycine product FMRpolyG (FMRpolyG+RNA) we demonstrate in this study that deﬁcits in ovarian function are apparent in young mice and are intrinsic to the ovary. Further, we leverage this early impaired ovarian response in CGG-expressing females to determine speciﬁc molecular processes that lead to reduced oocyte ovulation. By tracking histological markers and transcriptional changes following ovulation induction, we observed impaired cumulus expansion in the preovulatory follicles of RNA-only and FMRpolyG+RNA ovaries. This is accompanied by a reduction of meiotic resumption in the oocytes normally triggered by ovulation. Additionally, we demonstrate cell-speciﬁc expression of FMRpolyG+RNA in oocytes (under  Gdf9 -Cre) recapitulates reduced oocyte ovulation but not expression in granulosa cells (under Cyp19a1 -cre). Expression of RNA-only in either oocytes or granulosa cells did not reduce ovulated oocytes. Interestingly, analysis of cumulus expansion-enabling factors downstream of the predominant oocyte signals GDF9 and BMP15 indicated some diﬀerences but does not account for all histological ﬁndings. Expanding the search for mechanism we utilized RNA-sequencing of unstimulated immature ovaries to identify alternative signaling pathways for cumulus expansion, including eﬀectors of EGFR and MAP3K1 signaling. Cumulatively, our results show that early perturbations in ovarian function can be recapitulated using cell-speciﬁc expression of CGG repeats and that these eﬀects are apparent only when both CGG RNA and its translated polyglycine product are expressed. This study is the ﬁrst to identify cumulus expansion and meiotic resumption as critical processes altered by CGG expression. It is also the ﬁrst describe diﬀerential eﬀects of FMRpolyG+RNA and CGG RNA alone in these ovarian functions.",2019
269,Exome sequencing reveals  de novo  mutations and deletions in severe unexplained male infertility.,"M. Oud  1 ; R.M. Smits  2 ; F.K. Mastrorosa  3 ; H. Smith  3 ; M.J. Xavier  3 ; G.S. Holt  3 ; H. Sheth  3 ; B.J. Houston  4 ; T. Luan  4 ; R. Burke  4 ; M.K. O'Bryan  4 ; P.F. de Vries  1 ; B. Alobaidi  3 ; H. Ismail  3 ; A. Garcia-Rodriguez  3 ; A. Mikulasova  5 ; G. Astuti  1 ; C. Gilissen  1 ; L.E.L.M. Vissers  1 ; C. Friedrich  6 ; F. Tuttelmann  6 ; K. McEleny  7 ; J. Coxhead  8 ; S. Cockell  9 ; D.D.M. Braat  2 ; K. Fleischer  2 ; G.W. van der Heijden  1,2 ; L. Ramos  2 ; J.A. Veltman 1,3","1) Human Genetics, Radboudumc, Nijmegen, Netherlands; 2) Obstetrics and Gynaecology, Radboudumc, Nijmegen, the Netherlands; 3) Institute of Genetic Medicine, Newcastle University, Newcastle upon Tyne, United Kingdom; 4) School of Biological Sciences, Monash University, Melbourne, Australia; 5) Northern Institute for Cancer Research, Newcastle University, Newcastle upon Tyne, United Kingdom; 6) Institute of Human Genetics, University of Münster, Münster, Germany; 7) Newcastle Fertility Centre, Newcastle University, Newcastle upon Tyne, United Kingdom; 8) Genomics Core Facility, Newcastle University Newcastle upon Tyne, United Kingdom; 9) Bioinformatics Support Unit, Newcastle University, Newcastle upon Tyne, United Kingdom","One in every 12 men is infertile and approximately 40% of these men produce no or insufficient numbers of sperm (azoospermia/severe oligozoospermia). We recently performed a clinical validity assessment for all reported male infertility genes (Oud et al. Hum. Reprod. 2019), demonstrating that there is a lack of diagnostically relevant genes for this disorder.  De novo  mutations (DNMs) are known to play a prominent role in early-onset disorders with reduced ﬁtness. However, the role of dominant DNMs in male infertility remains unexplored, partly due to the difficulty in obtaining parental samples. Here we report on the ﬁrst exome sequencing study to investigate the role of  de novo  mutations in male infertility. We examined and sequenced 101 patients suﬀering from non-obstructive azoospermia or severe oligozoospermia (<5 million sperm/ml) and their fertile parents. In total, we identiﬁed and validated 90 protein-altering DNMs, which show an enrichment in STRING protein network edges (p=6.17x10 -4 ). In addition, we found an enrichment of loss-of-function (LoF) variants in extremely LoF intolerant genes (pLi median  = 1.00, p=7.90x10 -3 ). Of all DNMs, 52 are likely to disrupt normal gene function and aﬀect genes expressed in the testis. Of those, 22 lie in genes involved in sperm production such as TOPAZ1  and  ODF1 , but none of these are known human male infertility genes. Complementarily, we detected rare  de novo  copy number variants in 2 patients aﬀecting multiple genes involved in cell replication and spermatogenesis. While we are currently replicating these results in an additional cohort of 100 patient-parent trios, it is clear that much larger cohorts are required to comprehensively identify and characterize recurrently mutated genes. This is one of the reasons for establishing the International Male Infertility Genomics Consortium (imigc.org). We have also initiated  Drosophila melanogaster  knockdown studies for orthologs of 37 out of 52 new candidate genes. Testis somatic cell knockdown of  LEO1 ,  EXOSC9 , ATP8A1 ,  FOXF2  and  HOXA1  resulted in male sterility which indicates that these genes may play an evolutionary conserved role in spermatogenesis. In conclusion, our data provide the ﬁrst indications that DNMs may play an important role in severe male infertility. A DNM approach will likely identify novel genes and help to increase the number of diagnostically relevant genes, which will bring us closer to a molecular diagnosis for male infertility patients.",2019
270,"Aneuploidy and recombination across chromosomes, gametes, and individuals from large-scale single-sperm sequencing.","A.D. Bell  1,2 ; C.J. Mello  1,2 ; J. Nemesh  1,2 ; S.A. Brumbaugh  1,2 ; A. Wysoker  1,2 ; A. Leung  3,4 ; D. Sakkas  3,4 ; S.A. McCarroll  1,2","1) Department of Genetics, Harvard Medical School, Boston, MA; 2) Program in Medical and Population Genetics, Broad Institute, Cambridge, MA; 3) Boston IVF, Waltham, MA; 4) Division of Reproductive Endocrinology and Infertility, Department of Ob/Gyn, Beth Israel Deaconess Medical Center, Boston, Massachusetts","Human meiosis, though critical for reproduction, is error-prone and varies across individuals, gametes from the same individual, and human sexes. Aneuploidy, the loss or gain of a chromosome, leads to miscarriage and morbidity, and occurs frequently during oogenesis and at lower but appreciable frequency during spermatogenesis. To investigate aneuploidy and recombination in spermatogenesis, we previously developed a method to sequence many sperm genomes at once and used it to sequence >30,000 cells across 20 sperm donors, identifying >800,000 crossovers and 787 aneuploidies. Here we describe insights from new analyses of these data. In addition to observing that individuals and chromosomes were variably vulnerable to aneuploidy, we found that most autosomal chromosome gains were of sister chromatids (74.8%), presumably deriving from nondisjunction in meiosis II (MII). Most sex chromosome gains were of homologous chromosomes (68.9%), deriving from nondisjunction in meiosis I (MI). Rates of nondisjunction in MI and MII were uncorrelated across chromosomes and sperm donors, consistent with distinct  cis  and trans  factors underlying nondisjunction in MI and MII. Crossovers were associated with proper disjunction in MI: chromosomes gained during MI had 36% fewer crossovers than matched non-aneuploid chromosomes. Neither sperm cells with aneuploidy nor sperm donors with high aneuploidy rates had detectably lower crossover rates. Crossover phenotypes were also related to one another. Both sperm donors and sperm cells with higher crossover rates placed proportionally more crossovers in centromere-proximal regions and made their crossovers closer together. This parallelism suggests that similar processes may underpin variation at two levels: among cells and among people. These relationships might be explained in terms of diﬀerential compaction of meiotic chromosomes. Because crossover interference acts over physical (micron) rather than genomic (basepair) distances, physically longer (less tightly compacted) chromosomes allow more crossovers, coupling crossover number, location, and separation. The compaction of chromatin varies among spermatocytes and is correlated across diﬀerent chromosomes in the same nucleus; we suggest it also diﬀers on average across individuals. We are currently applying high-throughput single-sperm sequencing to clinical infertility, sequencing sperm from couples undergoing  in vitro  fertilization where a male factor may be causal.",2019
271,Disruption of genes essential for Müllerian duct/Wolffian duct development in Mayer-Rokitansky-Küster-Hauser syndrome (MRKHS).,"N. Wu  1,2,3 ; N. Chen  4 ; S. Zhao  1,2 ; H. Pan  5 ; L. Wang  1,2 ; A. Jolly  3 ; Z. Wu  1,2,6 ; P. Liu  3,7 ; J. Posey  3 ; J. Lupski 3,8,9 ; L. Zhu  4","1) Beijing Key Laboratory for Genetic Research of Skeletal Deformity, Beijing 100730, China.; 2) Department of Orthopedic Surgery, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Sciences, Beijing 100730, China.; 3) Department of Molecular and Human Genetics, Baylor College of Medicine; Houston, TX 77030, USA.; 4) Department of Obstetrics and Gynaecology, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Sciences, Beijing 100730, China.; 5) Department of Obstetrics and Gynaecology, The 3rd Affiliated Hospital of Shenzhen University, Luohu hospital, Shenzhen, Guangdong 518000, China.; 6) Medical Research Center, Peking Union Medical College Hospital, Peking Union Medical College and Chinese Academy of Medical Sciences, Beijing, China; 7) Baylor Genetics, Houston, TX 77021, USA.; 8) Departments of Pediatrics, Texas Childen’s Hospital and Baylor College of Medicine, Houston, TX 77030, USA.; 9) Texas Children’s Hospital, Houston, TX 77030, USA.","Introduction Mayer-Rokitansky-Küster-Hauser syndrome (MRKHS) is a birth defect with congenital absence of uterus, cervix, and the upper part of the vagina in females with normal karyotype (46, XX). Disrupted development of the Müllerian ducts (MD)/ Wolffian ducts (WD) has been proposed to manifest in MRKHS. However, the underlying biological and developmental pathways remain to be elucidated as only one established disease-causing gene ( WNT4 ) has been identiﬁed as a cause of MRKHS with hyperandrogenism, thus far. Methods To explore the biological pathways potentially perturbed and the genetics underlying MRKHS, we ascertained a discovery cohort of 442 Chinese patients with MRKHS from two medical centers. A replication cohort of Chinese patients with hypothyroidism and an isolated Caucasian MRKHS case were also collected. Exome sequencing (ES) was performed on the discovery cohort and 941female controls. We performed family-based genomics, taking into consideration a potential sex-limited disease trait, and analyzed the mutational burden and variant spectrum of genes required for MD/WD duct development. Results The discovery cohort consisted of 442 MRKH patients including 337 singletons and 105 trio families. Among them were 330 (74.7%) patients with MRKHS type I (isolated) and 109 (25.3%) with MRKHS type II (syndromic). By analyzing 19 candidate genes, we identiﬁed twelve protein-truncating variants in seven genes:  PAX8 ,  BMP4 ,  BMP7 ,  TBX6 ,  HOXA10 ,  EMX2 , and  WNT9B , while no truncating variants in any of the candidate genes were detected in 941 female control samples (P = 1.27E-06). Two patients with available parental samples demonstrated paternal inheritance of the truncating variants in  PAX8 . A DNA-binding assay revealed two additional  PAX8  deleterious variants. In our replication cohort, we identiﬁed two patients to be aﬀected with MRKHS from ﬁve Chinese females with hypothyroidism and molecular diagnoses of  PAX8  pathogenic variants. We also identiﬁed a pathogenic  PAX8  missense variant in a single Caucasian case aﬀected with MRKHS. Conclusion Loss-of-function variants in MD/WD duct developmental pathway genes were signiﬁcantly enriched in MRKHS patients.  PAX8 ,  BMP4  and  BMP7  are candidate disease-associated genes in MRKHS, in which PAX8  represents the most signiﬁcant disease-associated gene underlying the etiology of patients in the discovery cohort and 3 additional patients in replication cohorts.",2019
272,Sexual dimorphism in genetic associations of testosterone and sex-hormone binding globulin with cardiometabolic diseases.,"J. Hu  1 ; J. Li  2,3 ; K.M. Rexrode  1 ; L. Liang  3","1) Division of Women's Health, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA.; 2) Department of Nutrition, Harvard T.H. Chan School of Public Health, Boston, MA.; 3) Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA.","Explaining sex disparities in the risk of cardiometabolic diseases, such as coronary heart disease (CHD) and type 2 diabetes (T2D), may lead to better understanding in etiology research. Prior epidemiological evidence shows that prospective associations between testosterone (T) and sex-hormone binding globulin (SHBG) with risk of CHD and T2D may be diﬀerent between men and women. However, whether there is sexual dimorphism in the genetic regulation of T and SHBG, and whether such genetic heterogeneity contributes to sex diﬀerences in CHD and T2D development, are largely unknown. We hereby carried out a sex-stratiﬁed genome-wide association study (GWAS) for CHD, T2D, T, and SHBG, in 20,9978 men and 14,4921 postmenopausal women from the UK Biobank study. Using linkage disequilibrium score regressions, we observed signiﬁcant inverse genetic correlations between SHBG with CHD and T2D; the correlations were stronger in women (CHD: r g =-0.33, T2D:  r g =-0.62;  P <3.1×10 -9 ) than in men (CHD:  r g =-0.20, T2D:  r g =-0.36;  P <4.4×10 -9 ). However, genetic correlations for T were only signiﬁcant in men (CHD:  r g =-0.17, T2D:  r g =-0.34; P <3.1×10 -7 ) but not in women. Sex-stratiﬁed GWAS identiﬁed 17 loci showing genome-wide signiﬁcant associations with CHD in at least one sex but with signiﬁcant heterogeneity between sexes (including known CHD loci  CDKN2B ,  PCSK9 ,  APOE  and  LPA ;  P het <5.9×10 -5 ). Five loci were identiﬁed showing between-sex heterogeneity for T2D (including the known T2D locus  TCF7L2 ). While only eight-percent loci that were associated with SHBG levels in at least one sex showed signiﬁcant between-sex heterogeneity, over half of the loci that were associated with T levels in at least one sex exhibited signiﬁcant sex diﬀerences with most having associations in opposite directions. We identiﬁed 4 loci showing sex-speciﬁc associations for a biomarker (T and/or SHBG) and a disease (CHD and/or T2D), and further examined their potential functions and involved pathways, including associations with tissue-speciﬁc expressions. In conclusion, we observed signiﬁcant sex-diﬀerences in genetic correlations between T and SHBG with CHD and T2D, and identiﬁed substantial genetic loci showing between-sex heterogeneity in associations with CHD, T2D, T, and SHBG. The between-sex heterogeneity in genetic eﬀects may contribute to sex-diﬀerences in cardiometabolic disease etiology, which may partially be expressed through diﬀerential regulation of the sex-hormone pathways.",2019
273,"A sex-stratiﬁed meta-analysis of 537,602 individuals identiﬁes sex-speciﬁc eﬀects on susceptibility to inguinal hernia.","E. Jorgenson  1 ; J. Yin  1 ; A. Sohota  2,3 ; R. Mostaedi  4 ; N. Ahituv  2,3 ; H. Choquet  1","1) Kaiser Permanente Northern California (KPNC), Division of Research, Oakland, CA 94612, USA; 2) Institute for Human Genetics, University of California San Francisco (UCSF), San Francisco, CA 94143, USA; 3) Department of Bioengineering and Therapeutic Sciences, UCSF, San Francisco CA 94158, USA; 4) KPNC, East Bay Richmond Medical Center, CA 94801, USA","Purpose:  Inguinal hernias can lead to serious medical morbidity, including bowel incarceration and strangulation, and emergency hernia repair surgery is associated with a substantial risk of morbidity and mortality. Men have a higher lifetime prevalence of inguinal hernias (20–27%) compared to women (3–6%); it is not clear why this diﬀerence exists. To date, 4 genetic loci have been associated with hernia risk, but they explain a proportion of variance in risk of only 1.0–1.4% in men and 1.3–2.8% in women. Array-based heritability estimates found a stronger contribution of genetic risk factors in women (20.8 to 25.5%) compared to men (13.2 to 18.3%), suggesting that sex-speciﬁc genetic eﬀects may underlie some of the diﬀerence in risk. Methods:  We conducted a sex-stratiﬁed genome-wide association meta-analysis of inguinal hernia risk, combining results from the Genetic Epidemiology Research in Adult Health and Aging (GERA) and the UK Biobank (UKB) cohorts. Genetic association analyses of inguinal hernia were performed in men and women separately using logistic regression adjusted for age and ancestry principal components. Additionally, we characterized hernia-associated loci using  in silico  tools, and RNA-seq and ChIP-seq experiments. Results:  We identiﬁed 33 genome-wide signiﬁcant loci ( P <5x10 -8 ) in men, including 29 that were novel. A total of 8 of the 33 loci identiﬁed in men also reached a Bonferroni level of signiﬁcance in women. While we had a considerably smaller number of cases in women than in men, we identiﬁed 3 genome-wide signiﬁcant loci ( LYPLAL1 ,  EFEMP1 , and  WT1 ), including 1 novel, each of which was also identiﬁed in men. Of the three loci signiﬁcantly associated in both men and women, variation in the LYPLAL1  locus has a signiﬁcantly stronger eﬀect in women than men (lead variant rs2820446, OR = 0.77,  P =2.3x10 -16  in women; OR = 0.94,  P =1.9x10 -12  in men). The  LYPLAL1  locus has previously been associated with variation in waist-to-hip-ratio adjusted for BMI in women, but not in men, suggesting that some of the sex diﬀerence in inguinal hernia susceptibility may be due to sex diﬀerences in anatomical structure. Conclusions:  This largest study conducted to date on the genetic contributors to inguinal hernia susceptibility identiﬁed many novel genetic loci and sex-speciﬁc genetic eﬀects, providing novel biological insights into hernia etiology.",2019
274,Sex-biased gene expression in fetal brain is distinct from adult brain and gives new insights on neurodevelopmental disorders.,"C. Benoit-Pilven  1 ; J. Leinonen  1 ; J. Karjalainen  1,2 ; M. Daly  1,2 ; T. Tukiainen  1","1) Institute for Molecular Medicine Finland (FIMM), University of Helsinki, Helsinki, Finland; 2) Program in Medical and Population Genetics, Broad Institute of MIT and Harvard, Cambridge, MA, USA","Despite the established sex diﬀerences in human brain organization and in the prevalence of several neurodevelopmental disorders, little is known about how and when these sex diﬀerences emerge. Many brain disorders are shown to be rooted in early development and so investigations of adult brain may not reﬂect the relevant diﬀerences. Thus, to gain more insight on the sex diﬀerences in brain, we analyzed sex biases in gene expression in human forebrain both during early development (5-17 post-conceptional weeks) and in adulthood, using RNA-seq data from the Human Developmental Biology Resource (N=279) and GTEx (N=1054). Pointing to the early developmental origins of sex diﬀerences, we detected 2053 genes as diﬀerentially expressed between sexes (sex-DE) in prenatal forebrain (qvalue<0.1). This sex-bias was largely distinct from adult brain. For autosomal genes, the sex-DE consistency was close to what is expected by chance (53% of genes with the same sex-bias direction). However, for genes escaping from X-chromosome inactivation (XCI), the consistency was high (91%). This suggests an early regulation of the sex-biased expression of XCI genes, in contrast to the variability of autosomal genes’ sex-bias across lifespan. To better understand the biological implications of these sex biases for the developing brain, we performed enrichment analyses for Gene Ontology terms and for genes associated with neurodevelopmental diseases. Several pathways related to neurogenesis, transcription, and translation were found as male-biased (P<0.05), potentially reﬂecting a higher cell proliferation rate in male forebrain during development, as well as a diﬀerent cell type composition. Male-biased genes were also enriched for genes associated with developmental disorders (P=5.1x10 -4 ), whereas, female-biased genes, interestingly, showed an enrichment for genes associated with autism (P=2.6x10 -4 ), a disorder with a higher male prevalence. The higher female expression of autism genes could reﬂect the suggested female-protective eﬀect, as the deleterious eﬀects of mutations in these genes could be buﬀered by their globally higher expression. Notably, these enrichments were only detected in fetal and not in adult forebrain. Our study demonstrates the importance of analyzing brain at various life stages and suggests that sex-DE genes during early development may contribute to the observed diﬀerences in the prevalence of some neurodevelopmental disorders between sexes.",2019
275,Sex-dependent glia-speciﬁc changes in the epigenome landscape of the  APOE  region in Alzheimer’s disease brains.,"O. Chiba-Falek  1, 2 ; L. Song  1, 2 ; J. Barrera  2 ; A. Saﬁ  2 ; Y. Jun  1, 2 ; M. Garrett  3 ; A. Ashley-Koch  3 ; G. Crawford  2","1) Neurology, Duke Univ, Durham, North Carolina.; 2) Center for Genomic and Computational Biology , Duke Univ, Durham, North Carolina.; 3) Medicine,Duke Univ, Durham, North Carolina.","Sex diﬀerences in clinicopathological progressions of late-onset Alzheimer’s disease (LOAD) have been described and women are often reported to have increased incidence of LOAD. Thus, there is an unmet need for better understanding of sex diﬀerences in LOAD. Towards this goal we investigated the sex-dependent epigenome landscape including, chromatin accessibility and DNA-methylation, in single cell-types from LOAD vs. normal brains to determine LOAD-speciﬁc changes. We applied NeuN Fluorescence Activated Nuclei Sorting (FANS) to sort neuronal vs. non-neuronal nuclei using frozen brain cortex from 19 LOAD-patients and 21 matched controls. This strategy characterizes cell-type speciﬁc molecular proﬁles and overcomes shortcoming of bulk brain tissue analyses such as a bias due to sample-to-sample variability in the proportion of the diﬀerent cell-types. The NeuN +  and NeuN -sorted nuclei were used for ATAC-seq, methylationEPIC microarray complemented by pyrosequencing to proﬁle chromatin accessibility and DNA-methylation, respectively, followed by data integration with known LOAD-risk loci. We identiﬁed nearly 88,000 neuronal speciﬁc ATAC-seq sites and ~83,000 non-neuronal speciﬁc sites. Comparisons between LOAD and control brains discovered approximately 221 signiﬁcant diﬀerential chromatin accessibility sites in neuronal nuclei. While we didn’t identify LOAD-speciﬁc sites in non-neuronal nuclei, when we stratiﬁed the analysis by sex, we identiﬁed 842 LOAD-speciﬁc chromatin accessibility sites in females only. Seven LOAD-speciﬁc female-speciﬁc non-neuronal open chromatin sites and 4 neuronal sites coincide with LOAD-GWAS regions, indicating candidate regulatory elements that are likely causative in LOAD. Similarly, we observed sex-dependent diﬀerential DNA-methylation between LOAD and control brains in non-neuronal nuclei that overlay with the  APOE  region encompassing the two SNPs that determine the  APOE  e2/3/4 alleles. In the post-GWAS era the key challenge is to translate association to causation to interpret the genetic etiologies of LOAD. Here, single-cell technologies revealed the eﬀects of sex-dependent glia-speciﬁc epigenomic alterations on LOAD pathology, which may explain the molecular mechanisms through which several LOAD-GWAS loci including the  APOE  region exert their pathogenic eﬀects.   In summary, single brain cell-type omics proﬁling combined with sex-speciﬁc analyses are imperative for decoding LOAD genetics discoveries.",2019
